company,title,link,location,experience,education,employmentType,deadline,sector,createdAt
(주)도우인시스,(주)도우인시스 사업기획 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49495467&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충북 청주시 흥덕구,경력 5~10년,대졸↑,정규직,~ 12/29(일),"경영기획, 기술기획, 사업기획, 전략기획, 경영혁신(PI)",등록일24/11/29
(주)아이지비,채용모집:1.기술지원 2.기구설계(개발) 3.품질관리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49528574&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충남 아산시,경력무관,초대졸↑,정규직·계약직,~ 01/03(금),"영업, 영업관리, 거래처관리, 거래처납품, 기계",등록일24/12/04
찬호종합건설(주),건설회사 본사 채용 모집(회계관리),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49291042&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 구리시,신입·경력,초대졸↑,정규직,채용시,"더존, 관리회계, 회계, 토목회사",수정일24/10/29
아피아엔지니어링,소프트웨어 개발자 채용모집(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49581472&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경남 진주시,경력무관,대졸↑,정규직,~ 01/12(일),"임베디드, 정보통신, S/W, C++, C언어",등록일24/12/13
와이엘에스예일어학원(주),예일어학원 초중 영어선생님 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49536579&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 동대문구,신입·경력,대졸↑,정규직·계약직,~ 12/23(월),"어학원, 영어, 어학원, 영어학원",수정일24/12/13
(주)엔에프,본사 조리사 채용 모집(경력직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49542250&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충남 천안시 서북구,경력 5~10년,학력무관,정규직,~ 01/05(일),"조리사, 구내식당",등록일24/12/06
(주)성보테크,CAD설계(신입/경력) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49372011&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충북 증평군,경력무관,초대졸↑,정규직,채용시,"제품설계, 기계설계, 기계, 기계설비, 기계설계",수정일24/11/22
(주)휴센텍,"[H/W,본사,경력] 기술연구소 H/W 연구직 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483087&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 안양시 동안구,경력 10~15년,대졸↑,정규직,~ 01/26(일),"임베디드, FPGA, H/W, Verilog, 임베디드리눅스",등록일24/11/27
한올씨앤이(주),"전기 , 전선 케이블 영업관리 신입 및 경력 직원 채용 모집공고",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49504751&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 서초구,경력무관,학력무관,정규직,~ 01/01(수),"영업, 영업관리, 기술영업, 거래처영업, 전선케이블영업",등록일24/12/02
(주)그루비코스메틱,(주)그루비코스메틱 화장품OEM/ODM영업부신규채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49515683&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 광명시,경력무관,학력무관,정규직,채용시,"영업, 영업관리, 화장품영업, 화장품",등록일24/12/03
씰리코리아컴퍼니(유),"씰리침대 매트리스 생산 채용 모집(이천, 여주)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49442613&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 여주시,경력무관,학력무관,정규직·계약직,~ 12/21(토),"미싱사, 제조가공, 제조, 생산, 가구",수정일24/11/22
(주)한국종합시설안전,[토목기술자] 토목시설물 안전진단부 경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452797&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 강남구,경력5년↑,초대졸↑,정규직,채용시,"토목기술자, 토목공학, CAD, 토목회사, 교량",수정일24/12/03
검단탑병원,[검단탑병원] 내시경실 간호조무사 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49506711&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,인천 서구,경력무관,학력무관,계약직,~ 01/01(수),"간호조무사, 내시경실, 종합병원",등록일24/12/02
검단탑병원,[검단탑병원] 외래 간호조무사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49506599&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,인천 서구,경력무관,학력무관,계약직,~ 01/01(수),"간호조무사, 외래, 내과, 신경외과, 정형외과 외",수정일24/12/02
에이엠솔루션즈(주),SW개발 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49344212&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 과천시,신입·경력,대졸↑,정규직,~ 12/25(수),"RTOS, S/W, Windows, Android, C++",수정일24/11/06
호성기계공업(주),머시닝/5축가공기/MCT/보링기 공작기계조작원 채용 모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49382560&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 시흥시,경력무관,학력무관,정규직,상시채용,"기계조작원, 단순생산직, 제조가공, 금속, 도장/도금/도색",수정일24/11/29
(주)청풍기획,2025 (주)청풍기획 정규직(행사 기획 및 연출 분야) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470466&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,대구 동구,신입·경력,학력무관,정규직,~ 12/26(목),"마케팅기획, 사업기획, 서비스기획, 행사기획, 사업개발",등록일24/11/26
(주)홍익과학기술,[판교] OA 및 PC 유지보수 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49503090&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 성남시 분당구,경력2년↑,학력무관,정규직,~ 01/01(수),"네트워크, 인프라, OA, 유지보수, 유지보수",등록일24/12/02
신명철강(주),집게차(하이카) 운전기사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49332177&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충북 제천시,경력무관,학력무관,정규직,~ 01/03(금),"물류기사, 5톤이상, 화물차(카고), 트럭, 포크레인(굴삭기)",등록일24/11/04
(주)씨엘케이,"체결전문기업 (주)씨엘케이 설계, 엔지니어 신규/경력 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49328063&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 시흥시,경력무관,초대졸↑,정규직,~ 01/03(금),"공정엔지니어, 기술엔지니어, 설계엔지니어, 기술설계, 장비/공구",수정일24/11/07
디씨엘베어링(주),"납품,영업지원 사원 채용모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49427410&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경북 포항시 남구,경력무관,고졸↑,정규직,~ 12/19(목),"거래처관리, 매출관리, 영업지원, 판매",등록일24/11/19
용인기아자동차공업사,동용인서비스오토큐 정비사 채용 모집(하체부),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49294755&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 용인시 처인구,경력무관,학력무관,정규직,~ 12/28(토),"정비기사, 경정비, 중정비, A·S센터",등록일24/10/29
한진 회원권 거래소,한진회원권거래소 영업직-딜러 직원 채용 모집(정직원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49460842&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 금천구,경력무관,고졸↑,정규직·프리랜서,상시채용,"영업, 영업관리, 영업직, 영업지원, 영업MD",등록일24/11/25
플씨드,(주)플씨드 편집 디자이너 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498110&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,대구 달서구,경력,학력무관,정규직,~ 12/29(일),"배너디자인, 편집디자인, 리플렛, 카탈로그, 포스터",등록일24/11/29
플씨드,(주)플씨드 편집 디자이너 경력 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498177&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,대구 달서구,경력,학력무관,정규직,~ 12/29(일),"배너디자인, 편집디자인, 리플렛, 카탈로그, 포스터",등록일24/11/29
플씨드,(주)플씨드 웹 디자이너 경력직 채용 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498190&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,대구 달서구,경력,학력무관,정규직,~ 12/29(일),"배너디자인, 웹디자인, 편집디자인, 보정/리터칭, 상세페이지",등록일24/11/29
큰별어르신재가복지센터,"4등급 어르신(여성, 65세) 요양보호사 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49537280&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 강서구,경력무관,학력무관,정규직,채용시,"요양보호사, 노인복지, 요양보호",수정일24/12/09
(주)미래아이엔씨,판금 제관 용접사 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49571674&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,인천 남동구,경력2년↑,학력무관,정규직,~ 01/31(금),"용접원, 제관사, 알곤용접, 반도체, 금속재료",등록일24/12/11
(주)범아렌트카,(주)범아렌트카 영업사원 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49443955&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 마포구,경력무관,고졸↑,정규직,~ 12/21(토),"물류기사, 렌터카",수정일24/11/29
(주)범아렌트카,(주)범아렌트카 배회차담당 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496796&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 마포구,경력무관,고졸↑,정규직,~ 12/29(일),"물류기사, 렌터카",수정일24/11/29
(주)발랑,화장품 스킨케어 브랜드 온라인 사업부 MD/웹디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49577571&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 김포시,경력무관,학력무관,정규직,~ 01/11(토),"기획MD, 온라인MD, 소셜커머스, 쇼핑몰, 오픈마켓",등록일24/12/12
(주)로보에테크놀로지,재무/기획팀 경력직 인력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49332165&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 강남구,경력3년↑,대졸↑,정규직,~ 01/03(금),"관리회계, 세무회계, 재무기획, 재무회계, 회계결산",수정일24/11/04
세무사 엄정희,일반사무 정규직 채용모집(신입/경력가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415264&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 성동구,경력무관,고졸↑,정규직,~ 12/17(화),"세무사, 전산회계, 회계사, 회계, 세무회계사무소",수정일24/11/18
(주)필립,인테리어/주방가구 생산 관리 가구 공장장급 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49440070&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,부산 강서구,경력,학력무관,정규직,~ 12/20(금),"단순생산직, 생산관리, 생산설계, 제조가공, 배합",등록일24/11/20
(주)네오테크,(주)네오테크 디스플레이 증착기 엔지니어  신입 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472780&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충남 아산시,경력무관,초대졸↑,정규직·계약직,~ 01/25(토),"기술엔지니어, 디스플레이, 반도체, LCD, 디스플레이",등록일24/11/26
주식회사 로즈마리에프앤비,라마다용인호텔 레스토랑 식음팀 팀원 수시 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497703&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 용인시 처인구,경력무관,고졸↑,정규직·계약직,~ 12/29(일),"홀매니저, 홀서빙, 고객응대, 식당, 호텔",수정일24/11/29
(주)케이지컴퍼니,주식회사 케이지컴퍼니 R&D 메뉴개발 신규 채용모집 (대리-과장),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49520222&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,대구 수성구,경력3년↑,초대졸↑,정규직,~ 01/02(목),"R&D, 식품연구, 메뉴개발, 음식료, 식품·푸드",수정일24/12/03
호산노인건강센터,(경력무관) 호산노인건강센터 요양보호사 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49515358&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경력무관,학력무관,정규직,249 만원,~ 12/17(화),"요양보호사, 복지시설, 노인복지, 요양보호",등록일24/12/03
주식회사아트레벤,인사 담당자 경력자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49381649&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 강남구,경력 3~5년,초대졸↑,정규직,채용시,"웨딩홀, 예식장·웨딩홀",수정일24/12/12
(주)베이스,(주)베이스 영업팀 책임자급 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49247239&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충남 아산시,경력,대졸↑,정규직,~ 12/21(토),"기업영업, 바이어발굴/관리, 해외영업지원, 요업, 세라믹스",수정일24/11/27
예온치과의원,인천 구월동 예온치과 진료실 채용모집(치위생사/치과조무사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49256652&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,인천 남동구,경력무관,학력무관,정규직·아르바이트,~ 12/22(일),"치과위생사, 간호조무사, 치과, 치과",수정일24/10/29
이음아동발달센터,울산 언어재활사 채용 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49264421&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,울산 중구,경력1년↑,초대졸↑,파트,채용시,"언어치료사, 교육기관",수정일24/11/12
그나비,그나비 디자인  홍보마케팅 담당자 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49312393&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,부산 동구,경력1년↑,초대졸↑,정규직·프리랜서,채용시,"프로모션기획, 블로그마케팅, SNS마케팅, 모바일마케팅, 바이럴마케팅",수정일24/11/03
주식회사오앤유페이먼츠,(정규직) 정산파트 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49340932&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 김포시,경력무관,초대졸↑,정규직,채용시,"가맹점영업, 매출관리, 사무보조, 전화응대, 거래처영업",등록일24/11/05
주식회사원스톤컴퍼니,퀀텀온)자회사 원스톤 컴퍼니 스포츠센터 피부관리사 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49347591&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경기 시흥시,경력무관,학력무관,정규직·계약직,~ 01/05(일),"피부관리사, 스포츠, 스포츠센터",등록일24/11/06
라인건축디자인,인테리어 디자인 관리직 / 설계직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419629&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경북 구미시,경력2년↑,학력무관,정규직,~ 12/18(수),"공간디자인, 스케치업, CAD, 현장관리자, 현장기사",등록일24/11/18
디자인렛츠(design rets),[실내디자인] 병원인테리어 실내디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448457&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 용산구,경력3년↑,학력무관,정규직·프리랜서,~ 12/21(토),"공간디자인, 실내디자인, 인테리어, 모델링, 실내건축",수정일24/11/21
(주)청우식품 순천영업소,㈜청우식품  순천영업소 영업사원 수시 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49460637&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,전남 순천시,경력무관,학력무관,정규직,~ 12/25(수),"가맹점관리, 식품/음료영업, 영업판촉, 화장품영업, 증권영업",등록일24/11/25
에듀플렉스 에듀코치 개별지도 물금학원,"[양산 물금점][에듀플렉스] 수학  튜터(강사, 선생님) 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483000&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경남 양산시,경력무관,고졸↑,무기계약직·계약직,~ 12/27(금),"공부방교사, 과외, 보조강사, 학원보조, 고등학교",등록일24/11/27
가온택스,(역삼역) 세무회계사무소 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482046&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,서울 강남구,경력 2~10년,학력무관,정규직,~ 12/27(금),"세무사, 세무기장, 세무신고, 세무조정, 세무회계",등록일24/11/27
에듀플렉스 에듀코치 개별지도 물금학원,[에듀플렉스][양산 물금점] 학습 매니저(CM) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475184&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,경남 양산시,경력무관,대졸↑,정규직,~ 12/26(목),"교육컨설턴트, 교육운영, 수학, 보습학원",등록일24/11/26
교연학원,(초.중등부) 과학강사 채용모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49491312&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,대구 서구,경력1년↑,대졸↑,계약직,~ 01/27(월),"학원강사, 보습학원, 입시학원, 과학, 논술/글쓰기",등록일24/11/28
커리어서포트,"Logistics(warehouse, shipping) 담당 경력자 채용모집(외국계)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49506996&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,충남 아산시,경력 3~5년,초대졸↑,정규직,~ 01/01(수),"물류관리, 보세사, 자재관리, 재고관리, 창고관리",등록일24/12/02
커리어서포트,생산관리(가스관련 기능사 자격 이상) 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49507017&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,전남 영암군,경력 2~15년,초대졸↑,정규직,~ 01/01(수),"생산관리, 생산, 헤드헌팅",등록일24/12/02
커리어서포트,선박 기본설계 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49507047&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,전남 영암군,경력4년↑,대졸↑,정규직,~ 01/01(수),"2D설계, 3D설계, 선박설계, 헤드헌팅",등록일24/12/02
커리어서포트,상장사) 자동차 전장품 국내영업 실무 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49507035&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,인천 연수구,경력 4~10년,대졸↑,정규직,~ 01/01(수),"영업, 기업영업, 헤드헌팅",등록일24/12/02
커리어서포트,재무/회계/세무 담당 경력자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49507063&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,전남 영암군,경력 4~7년,대졸↑,정규직,~ 01/01(수),"감사, 세무회계, 외부감사, 자금관리, 회계 외",등록일24/12/02
커리어서포트,Logistics(수출입/통관) 담당 경력자 채용모집(외국계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49507008&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b22190ec-03a8-4ad4-b742-e71ae087819f,인천 연수구,경력 5~10년,초대졸↑,정규직,~ 01/01(수),"통관, 수출입, 보세사, SCM, 보세사",등록일24/12/02
